pieutiwbyo	dziwbyo	dziwbyoNguaidziw	zyepheng	zyephengNguaidziw	diangkoXrynbu	ZNgShiwxryn	ZNgShiwxrynPotyo	qrimtyo	ngrietyo	thongqitmra
04EFF-byang1	仿		byaŋ	byang1	陽					U+4EFF
04EFF-phyang3	仿		phyáŋ	phyang3	陽					U+4EFF
04F01-khie2	企		khié	khie2	支	紙			khiêと异義不明。《廣韵》：“企，望也。”《辭源》唯載此音。	U+4F01
04F01-khie3	企		khiê	khie3	支	寘			khiéと异義不明。《老子》二十四章：“企者不立，跨者不行。”音義：“企，苦賜反（khiê），河上作‘跂’。”《爾雅序》：“輒復擁彗清道，企望塵躅者，以將來君子爲亦有涉乎此也。”音義：“企，丘豉反。”疏：“企望者，企踵而瞻望也。”《爾雅·釋鳥》：“鳬雁醜，其足蹼，其踵企。”注：“飛即伸其脚跟企直。”音義：“企，去豉反，字或作‘跂’。”《文選》何晏《景福殿賦》：“鳥企山峙，若翔若滯。”注：“言屋形高竦，如鳥之企，如山之竦。若翔若滯，山鳥之貌。《毛詩》曰：‘如鳥斯企。’《説文》曰：‘企，舉踵也。’去豉切。”今本《詩·小雅·斯干》作“如跂斯翼，如矢斯棘，如鳥斯革”，傳：“如人之跂竦翼爾。”音義：“跂，音企。”《方言》第七：“……隑企，立也。東齊、海岱、北燕之郊……委痿謂之‘隑企’。”注：“企，欺豉反。”《廣雅》：“……⿱人足……立也。”音：“⿱人足，〔音〕弃（khî〜–），即古文‘企’字。”《玄應音義》卷第十五《五分律》第十卷音義：“企，古文‘⿱𠆢足’，同，祛豉反，《通俗文》：‘舉踵曰“企”。企，望也，字〔從人〕從“止”。’”卷第十四《四分律》第五十七卷音義：“企，古文‘∅’，同，丘豉反，《釋名》云：‘企，啓也。啓，開也。言自延竦之時，樞機皆開張也。’”卷第十六《彌沙塞戒本》音義：“企，去豉反，《説文》：‘企，舉踵也。’企，亦望也，《詩》云‘企予望之’，是也。”今本《詩·衛風·河廣》作“跂予望之”，箋：“我跂足則可以望見之。”音義：“跂，丘豉反。”《名義》：“企，去豉反，望也。”《切韵》：“企，望。”	U+4F01
04F03-jio1	伃		jio	jio1	魚					U+4F03
04F0A-qi1	伊		qi	qi1	脂	支				U+4F0A
04F0B-grip4	伋		grip	grip4	緝				krip第二義項と异義不明。《集韵》：“伋，伋伋，虚詐貌，或作‘汲’。”	U+4F0B
04F0B-krip4	伋		krip	krip4	緝				①義略。②gripと异義不明。｛伋伋｝=｛汲汲｝の詞音。《莊子·盗跖》：“子之道，狂狂汲汲，詐巧虚僞事也。”音義：“汲汲，本亦作‘伋’，音急，又音及（grip）。”疏：“伋伋，不足也。”《説文》“彶”字條：“急行也。”注：“凡用‘汲汲’字、乃‘彶彶’之假借也。”伋伋，蓋“彶彶”譌字。《禮·問喪》：“其往送也，望望然，汲汲然，如有追而弗及也。”音義：“汲汲，音急。”《廣雅·釋訓》：“……汲汲……勮也。”音：“汲，〔音〕急。”《玄應音義》卷第五《濟諸方等學經》音義：“彶彶，居及反，《説文》：‘彶彶，急行也。’《廣雅》：‘彶彶，遽也。’字從‘彳’，今皆從‘水’作‘汲’。”	U+4F0B
04F0D-ngo2	伍		ŋó	ngo2	魚	麌				U+4F0D
04F0E-grie1	伎		grie	grie1	支			歸納《廣韵》切語成gie，今依《詩·小雅·小弁》音義反語與破讀音改之成grie。《詩·小雅·小弁》：“鹿斯之奔，惟足伎伎。”傳：“伎伎，舒貌。謂鹿之奔走，其足伎伎然舒也。”音義：“伎，本亦作‘跂’，其宜反，舒貌。”		U+4F0E
04F0E-grie2	伎		grié	grie2	支	紙				U+4F0E
04F0E-tie3	伎		tiê	tie3	支				｛忮｝。《切韵》：“伎，傷害，《詩》云：‘鞫人伎忒’。”《説文》：“伎，與也，……《詩》曰：‘鞫人伎忒。’”今本《詩·大雅·瞻卬》作“忮”，傳：“忮，害。”音義：“忮，之豉反，害也。”	U+4F0E
04F0F-byu3	伏		byû	byu3	職					U+4F0F
04F0F-byuk4	伏		byuk	byuk4	職	屋				U+4F0F
04F11-qhyo3	休		qhyô	qhyo3	侯				①｛煦｝。《周禮·考工記·弓人》：“夫角之末，蹙於腦而休於氣，是故柔。”注：“休，讀爲煦。”音義：“休，音煦。……煦，况付反，劉音休（qhyu）。”按：訓讀。②qhyu第二義項と异義不明。象聲詞｛燠休（qyô–）｝の詞音。	U+4F11
04F11-qhyu1	休		qhyu	qhyu1	幽	尤			①義略。②qhyô第二義項と异義不明。動詞｛燠休（qyu–）｝=｛噢咻｝の詞音。《左傳·昭公三年》：“民人痛疾，而或燠休之。”注：“燠休，痛念之聲。”音義：“燠，於喻反（qyô），徐音憂（qyu），又於到反（qâu），一音於六反（qyuk）。休，虚喻反（qhyô），徐許留反，燠休，痛念之聲也，賈〔逵〕云：‘燠，厚也；休，美也。’”疏引服虔：“燠休，痛其痛而念之，若今時小兒痛，父母以口就之曰‘燠休’，代其痛也。”	U+4F11
04F19-qhua2	伙		qhuá	qhua2	微			《辭源》第一義項：“見‘伙伴’。”“伙伴”詞條：“見‘火伴’。”“火伴”詞條：“古兵制以十人爲火，共竈起火，故稱同火者爲火伴。《樂府詩集》二五《木蘭詩》：‘出門看火伴，火伴皆驚忙。’後泛指同伴。唐元稹《長慶集》二三《估客樂》詩：‘出門求火伴，入户辭父兄。’”		U+4F19
04F2D-xen1	伭		xen	xen1	真					U+4F2D
04F2F-mrak4	伯		mrak	mrak4	鐸	陌		《漢書·地理志下·秦地》：“孝公用商君，制轅田，開仟伯，東雄諸侯。”注：“南北曰‘仟’，東西曰‘伯’，皆謂開田之疆畝也。伯，音莫白反。”		U+4F2F
04F2F-pra3	伯		prâ	pra3	鐸			《史記·齊太公世家》：“晋文公敗楚於城濮，而會諸侯踐土，朝周，天子使晋稱伯。”正義：“伯，音霸。”		U+4F2F
04F2F-prak4	伯		prak	prak4	鐸	陌				U+4F2F
04F30-ko2	估		kó	ko2	魚	麌				U+4F30
04F34-ban2	伴		bán	ban2	元					U+4F34
04F34-ban3	伴		bân	ban3	元					U+4F34
04F37-dryu3	伷		dryû	dryu3	幽					U+4F37
04F38-shin1	伸		shin	shin1	真	真				U+4F38
04F3D-gia1	伽		gia	gia1	歌					U+4F3D
04F43-den1	佃		den	den1	真					U+4F43
04F43-den3	佃		dên	den3	真					U+4F43
04F46-dan1	但		dan	dan1	元				①姓。②dán第一義項と异義不明。《説文》注：“唐人詩多用爲平聲。”《廣韵》：“但，語辭，亦姓，何氏《姓苑》云：‘漢有但巴，爲濟陰太守。’”	U+4F46
04F46-dan2	但		dán	dan2	元	旱			①義略。《孝經·廣至德》鄭玄佚注：“〔非門到户至而見〕語之，但〔行孝於内，流化於外也〕。”音義：“但，音誕，皆放此，讀爲‘檀（音dan）’，非。”玄宗注：“但行孝於内，其化自流於外。”蓋是引鄭玄佚注。《玄應音義》卷第三《摩訶般若波羅蜜經》第二十一卷“但三〔衣〕”音義：“但，徒亶反，《聲類》：‘但，徒也；徒，空也。’”《玄應音義》卷第六《妙法蓮華經》“〔諸佛如來〕但教〔化菩薩〕”音義同。《名義》：“但，徒亶反，徒也，拙也，袒也，鈍也。”《切韵》無訓，《王韵》：“但，語第。”②｛袒｝。《説文》：“但，裼也。”注：“古‘但裼’字如此。……今之經典，凡‘但裼’字皆改爲‘袒裼’矣。……《釋訓》、《毛傳》皆曰：‘袒裼，肉袒也。’肉袒者，肉外見無衣也。”今本《爾雅·釋訓》、《詩·鄭風·大叔于田》傳皆作“襢裼”。《爾雅·釋訓》注：“脱衣而見體。”音義：“襢，本或作‘袒’，同，徒坦、徒丹二反（–、dan），下同。”《詩·鄭風·大叔于田》音義：“襢，本又作‘袒’，音但。”	U+4F46
04F46-dan3	但		dân	dan3	元				dán第一義項と异義不明。《廣韵》：“但，辭也。”	U+4F46
04F4D-xryi3	位		xrŷi	xryi3	緝					U+4F4D
04F50-ca3	佐		câ	ca3	歌	個				U+4F50
04F51-xyu3	佑		xyû	xyu3	之	宥	祐			U+4F51
04F53-bun2	体		bún	bun2	文				｛笨｝。《切韵》：“体，粗貌。”	U+4F53
04F55-xa1	何		xa	xa1	歌	歌				U+4F55
04F55-xa2	何		xá	xa2	歌					U+4F55
04F58-dia1	佘		dia	dia1	魚			《廣韵》作“余”。今依現代字改之矣。		U+4F58
04F59-do1	余		do	do1	魚				山名｛檮余（dau–）｝の詞音。此詞或音dryudo，《大詞典》、《辭源》皆未記檮何音。今從《史記索隱》爲音daudo矣，因是兩注“檮”、“余”。《史記·衛將軍驃騎傳》：“右北平太守路博德屬驃騎將軍，會與城，不失期，從至檮余山。”索隱：“檮余山，音桃徒二音（dau–）。”《漢書·霍去病傳》注：“檮，音籌（dryu）。”	U+4F59
04F59-jio1	余		jio	jio1	魚	魚				U+4F59
04F59-jio3	余		jiô	jio3	魚				姓。人名｛余且（–cio）｝=｛豫且｝の詞音。《莊子·外物》：“神龜能見夢於元君，而不能避余且之網。”音義：“余，音預。”	U+4F59
04F59-shio1	余		shio	shio1	魚	魚			月名？《爾雅·釋天》：“四月爲‘余’。”音義：“余，餘、舒二音（jio、–），孫作‘舒’，李云：‘余，舒也。’萬物生枝葉，故曰‘舒也’。”《詩·小雅·小明》“日月方除”箋訓：“四月爲‘除’。”音義：“除……案鄭云：‘四月爲“除”。’若依《爾雅》，則宜餘、舒二音。”疏引李巡：“四月，萬物皆生枝葉，故曰‘余’。余，舒也。”又孫炎：“物之枝葉敷舒然。”下疏本文續“則鄭引……”，一讀“‘……敷舒。’然則……”。月名｛余｝=｛除｝，《大字典》、《大詞典》、《辭源》皆於“余”字條爲音jio，於“除”字條爲音shio。は？	U+4F59
04F59-zio1	余		zio	zio1	魚	魚			水名｛余吾（–ŋo）｝=｛涂吾｝の詞音。今Монгол國Орхон河支流Туул河。また，縣名。今屬山西長治市屯留區，稱“余吾鎮”。《史記·衛將軍驃騎傳》：“七歲，復以因杅將軍再出擊匈奴，至余吾，亡士卒多。”索隱：“余，音餘（jio），又音徐。案：〔余吾〕水名，在朔方。”《史記·匈奴傳》：“匈奴聞，悉遠其累重於余吾水北。”集解引徐廣：“余，一作‘斜’，音邪（zia）。”索隱引《山海經》：“北鮮之山，鮮水出焉，北流注余吾。”今本《山海經·北山經》作“涂吾”。按：｛余吾｝，唯有二音注例，注音計三，jio、zio、zia。《漢書》（《地理志上·上黨郡》等）、《後漢書·景丹傳》、《文選》揚雄《長楊賦》、《山海經·北山經》各注皆無音注，蓋注者皆讀如字音jio。《大詞典》、《辭源》皆爲音zio，今從之。ところで按余吾縣，與余吾水實不近，蓋别詞。	U+4F59
04F5A-det4	佚		det	det4	質					U+4F5A
04F5A-jit4	佚		jit	jit4	質					U+4F5A
04F5D-qhu3	佝		qhû	qhu3	侯					U+4F5D
04F5E-neng3	佞		nêŋ	neng3	耕	徑				U+4F5E
04F5F-dong1	佟		doŋ	dong1	冬					U+4F5F
04F69-bui3	佩		bûi	bui3	之	隊				U+4F69
04F6A-xui1	佪		xui	xui1	微					U+4F6A
04F70-mrak4	佰		mrak	mrak4	鐸					U+4F70
04F70-prak4	佰		prak	prak4	鐸					U+4F70
04F73-kre1	佳		kre	kre1	支	佳				U+4F73
04F74-niw3	佴		niə̂	niw3	之				副詞【つぎに】。《爾雅·釋言》：“佴，貳也。”注：“佴，次，爲副貳。”音義：“佴，而志反。”《文選》司馬遷《報任少卿書》：“李陵既生降，隤其家聲；而僕又佴之蠶室，重爲天下觀笑。”注引如淳：“佴，次也，若人相次也，人志切。今諸本作‘茸’字。……顔監（顔師古）云：‘茸，推也，人勇切（nyóŋ）。推置蠶室之中。’”《漢書》顔師古注引蘇林：“茸，次也，若人相俾次。”又：“此説非也。茸，音人勇反，推也。……謂推致蠶室之中也。”	U+4F74
04F74-nwi3	佴		nə̂i	nwi3	之				姓。蔣本《唐韵》奴代反：“佴，姓，《山公集》有佴湛。”	U+4F74
04F76-grit4	佶		grit	grit4	質					U+4F76
04F7A-chyen1	佺		chyen	chyen1	元					U+4F7A
04F7C-krau1	佼		krau	krau1	宵					U+4F7C
04F7C-krau2	佼		kráu	krau2	宵					U+4F7C
04F7C-xrau2	佼		xráu	xrau2	宵				按：形容詞｛佼佼｝の詞音？《後漢書·劉盆子傳》：“卿所謂鐵中錚錚，傭中佼佼者也。”注：“佼，音古巧反（kráu）。佼，好貌也，《詩》曰：‘佼人僚兮。’今相傳云音胡巧反。言佼佼者，凡傭之人稍爲勝也。”《詩·陳風·月出》“佼人僚兮”音義：“佼，字又作‘姣’，古卯反（kráu），好也，《方言》云：‘自關而東，河、濟之間，凡好謂之“姣”。’”《小雅·桑扈》“交交桑扈，有鶯其羽”箋：“交交，猶佼佼，飛往來貌。”音義：“佼佼，交卯反（kráu）。”《王韵》：“佼，庸人之敏。”	U+4F7C
04F7E-jit4	佾		jit	jit4	質					U+4F7E
04F84-det4	侄		det	det4	質			見音義欄。	dritの變種。見“姪”字條。《辭源》：“同‘姪’。”	U+4F84
04F84-drit3	侄		drit	drit3	質			見音義欄。	detの變種。見“姪”字條。《辭源》：“同‘姪’。”	U+4F84
04F84-tit4	侄		tit	tit4	質				形容詞【かたい】。《廣雅·釋詁》：“……侄、固……牢，⿱臤革也。”音：“侄，〔音〕質。”《名義》：“侄，之塛反，堅也，牢也，固也。”	U+4F84
04F86-lwi1	來		ləi	lwi1	之	灰				U+4F86
04F86-lwi3	來		lə̂i	lwi3	之				動詞｛勞來（lâu–）｝=｛勞勑｝=｛勞徠｝の詞音。《漢書·龔遂傳》：“勞來循行，郡中皆有畜積。”注：“勞來，勸勉也。……勞，音盧到反（lâu）；來，音盧代反。”	U+4F86
04F8B-liei3	例		liêi	liei3	月	霽				U+4F8B
04F8C-qrim1	侌		qrim	qrim1	侵					U+4F8C
04F8D-diw3	侍		diə̂	diw3	之	寘				U+4F8D
04F8F-tryo1	侏		tryo	tryo1	侯	虞			按：樂名｛侏離（–lie）｝=｛株離｝の詞音。《周禮·春官·鞮鞻氏》“掌四夷之樂”注：“四夷之樂，東方曰《⿰韋未》，……西方曰《株離》，北方曰《禁》。”疏引《孝經緯·鈎命決》：“西夷之樂曰《侏離》，持鉞助時殺。”《公羊傳·昭公二五年》注：“舞四夷之樂，大德廣及之也。東夷之樂曰《株離》，……西夷之樂曰《禁》，北夷之樂曰《昧》。”音義：“株，音誅。”	U+4F8F
04F8F-tryu1	侏		tryu	tryu1	幽				形容詞｛侏張（–triaŋ）｝=｛輈張｝の詞音。《文選》劉琨《答盧諶》書“自頃輈張”注：“輈張，驚懼之貌也。揚雄《國三老箴》：‘負乘覆餗，姦寇侏張。’輈，與‘侏’古字通，張由切。”《晋書·慕容垂載記》：“念卿垂老，老而爲賊，生爲叛臣，死爲逆鬼，侏張幽顯，布毒存亡，中原士女，何痛如之！”音義：“侏張，上張流反。”	U+4F8F
04F8F-tyo1	侏		tyo	tyo1	侯	虞				U+4F8F
04F9B-kyong1	供		kyoŋ	kyong1	東	冬	供給			U+4F9B
04F9B-kyong3	供		kyôŋ	kyong3	東	宋	供設，名詞		義略。ちなみに，此【そなへる】者敬辭也。	U+4F9B
04F9C-tryu1	侜		tryu	tryu1	幽					U+4F9C
04F9D-qiwi1	依		qiəi	qiwi1	微	微				U+4F9D
04F9D-qiwi2	依		qiə́i	qiwi2	微				①動詞【たとへる】。《禮·學記》：“不學博依，不能安詩。”注：“博依，廣譬喻也。”音義：“依，於豈反，注皆同。”②｛扆｝。《漢書·嚴助傳》：“負黼依，馮玉几。”注：“依，讀曰‘扆’。扆，形如屏風而曲之，畫以黼文，張於户牖之間。”《儀禮·士虞禮》：“佐食無事則出户負依南面。”注：“户牖之間謂之‘依’。”音義：“依，於豈反，注同。”	U+4F9D
04FA3-lio2	侣		lió	lio2	魚	語				U+4FA3
04FB5-chim1	侵		chim	chim1	侵	侵				U+4FB5
04FB5-chim2	侵		chím	chim2	侵			《史記·魏其武安侯傳》：“武安者，貌侵。”集解引韋昭：“侵，音寢，短小也，又云醜惡也。”		U+4FB5
04FB7-gyok4	侷		gyok	gyok4	屋					U+4FB7
04FC2-kei3	係		kêi	kei3	錫	霽			xêiと异義不明。《左傳·僖公二十五年》：“秦人過析，隈入而係輿人，以圍商密，昏而傅焉。”注：“係縛輿人，詐爲克析得其囚俘者。”音義：“係，音計。”《易·遁》：“係遁。有疾厲。畜臣妾，吉。”注：“在内近二，以陽附陰，宜遁而係，故曰‘係遁’。 ”音義：“係，古詣反，本或作‘繫’。”《玄應音義》卷第十七《法勝阿毗曇論》第二卷：“係，古文‘繼’、‘繫’二形，同，古帝反，《説文》：‘係，結束也。’亦相係嗣也。”《名義》：“係，古諦反，束也，繫也。”	U+4FC2
