pieutiwbyo	dziwbyo	dziwbyoNguaidziw	zyepheng	zyephengNguaidziw	ChXZiosryoSishieng	ChXZiosryoXrynmyuk	ChXZiosryoSieuxryn	ChXDzankryenlyi	ChXDzankryen	ChXPyanchet	ChXPyanchetPotyo	XXPyanchet	XXPyanchetPotyo	KXPyanchet	KXPyanchetPotyo	DzXPyanchet	DzXPyanchetPotyo	QhZQhShienglyi	QhZQhXrynlyi	QhZQhDeuyi	thongqitmra
04F5E-neng3	佞		nêŋ	neng3	3	45	2	2	"[""P3694r""]"	乃定反		乃定反		乃定切				泥	徑	去	U+4F5E
04F5F-dong1	佟		doŋ	dong1	1	2	2	2	"[""P3798""]"	徒冬反		徒冬反		徒冬切				定	冬	平	U+4F5F
04F69-bui3	佩		bûi	bui3	3	18	2	3	"[""P3696(1)v""]"	薄背反		薄背反		蒲昧切				並	隊	去	U+4F69
04F6A-xui1	佪		xui	xui1	1	15	4	2	"[""切三""]"	null		null		户恢切				匣	灰	平	U+4F6A
04F70-mrak4	佰		mrak	mrak4	4	19	1	2	"[""切三""]"	null		null		莫白切				明	陌	入	U+4F70
04F70-prak4	佰		prak	prak4	4	19	3	2	"[""切三""]"	null		null		null		博陌切		幫	陌	入	U+4F70
04F73-kre1	佳		kre	kre1	1	13	1	2	"[""切三""]"	古膎反		古膎反		古膎切				見	佳	平	U+4F73
04F74-niw3	佴		niə̂	niw3	3	7	11	0	"[""藤田2018""]"	null		仍吏反		仍吏切				null	null	null	U+4F74
04F74-nwi3	佴		nə̂i	nwi3	3	19	11	0	"[""藤田2018""]"	null		奴代反		奴代切				null	null	null	U+4F74
04F76-grit4	佶		grit	grit4	4	5	27	2	"[""切三"", ""P3694v""]"	巨乙反		巨乙反		巨乙切				群	質	入	U+4F76
04F7A-chyen1	佺		chyen	chyen1	1	28	32	2	"[""切三""]"	此緣反		此緣反		此緣切				清	仙	平	U+4F7A
04F7C-krau1	佼		krau	krau1	1	31	2	2	"[""切三""]"	null		null		古肴切				見	肴	平	U+4F7C
04F7C-krau2	佼		kráu	krau2	2	29	6	2	"[""切三""]"	古巧反		古巧反		古巧切				見	巧	上	U+4F7C
04F7C-xrau2	佼		xráu	xrau2	2	29	2	2	"[""切三""]"	null		下巧反		下巧切				null	null	null	U+4F7C
04F7E-jit4	佾		jit	jit4	4	5	11	2	"[""切三""]"	夷質反		夷質反		夷質切				以	質	入	U+4F7E
04F84-det4	侄		det	det4	4	14	10	2	"[""切三""]"	null		null		null		null		定	屑	入	U+4F84
04F84-drit3	侄		drit	drit3	3	5	4	2	"[""切三""]"	null		null		null		null		澄	質	入	U+4F84
04F84-tit4	侄		tit	tit4	4	5	1	2	"[""切三""]"	null		null		之日切				null	null	null	U+4F84
04F86-lwi1	來		ləi	lwi1	1	16	7	1	"[""P3695""]"	落哀反		落哀反		落哀切				來	咍	平	U+4F86
04F86-lwi3	來		lə̂i	lwi3	3	19	13	0	"[""藤田2018""]"	null		null		null		洛代切		null	null	null	U+4F86
04F8B-liei3	例		liêi	liei3	3	14	25	3	"[""P3696(1)v""]"	力制反		力制反		力制切				來	祭	去	U+4F8B
04F8C-qrim1	侌		qrim	qrim1	1	46	22	2	"[""S6187""]"	null		null		null		於金切		null	null	null	U+4F8C
04F8D-diw3	侍		diə̂	diw3	3	7	17	0	"[""藤田2018""]"	時吏反		時吏反		時吏切				禪	志	去	U+4F8D
04F8F-tryo1	侏		tryo	tryo1	1	10	9	2	"[""切三""]"	null		null		null		追輸切		null	null	null	U+4F8F
04F8F-tryu1	侏		tryu	tryu1	1	43	28	0	"[""藤田2018""]"	null		null		null		張流切		null	null	null	U+4F8F
04F8F-tyo1	侏		tyo	tyo1	1	10	14	2	"[""切三""]"	止俱反		止俱反		章俱切				章	虞	平	U+4F8F
04F9B-kyong1	供		kyoŋ	kyong1	1	2	5	3	"[""切二""]"	〼〼〼	《切二》誤作“駒東反”，《藤田2018》駒冬反。	駒冬反		九容切				見	鍾	平	U+4F9B
04F9B-kyong3	供		kyôŋ	kyong3	3	3	6	0	"[""藤田2018""]"	居用反		居用反		居用切				見	用	去	U+4F9B
04F9C-tryu1	侜		tryu	tryu1	1	43	28	0	"[""藤田2018""]"	null		張流反		張流切				null	null	null	U+4F9C
04F9D-qiwi1	依		qiəi	qiwi1	1	8	11	2	"[""切三""]"	於機反		於機反		於希切				影	微	平	U+4F9D
04F9D-qiwi2	依		qiə́i	qiwi2	2	7	3	2	"[""切三"", ""TIVK75-100br""]"	null		null		null		隱豈切		null	null	null	U+4F9D
04FA3-lio2	侣		lió	lio2	2	8	2	2	"[""切三""]"	力舉反		力舉反		力舉切				來	語	上	U+4FA3
04FB7-gyok4	侷		gyok	gyok4	4	3	5	2	"[""切三""]"	null		null		渠玉切				null	null	null	U+4FB7
04FC2-kei3	係		kêi	kei3	3	13	9	3	"[""P3696(1)v""]"	古詣反		古詣反		古詣切				null	null	null	U+4FC2
04FC2-xei3	係		xêi	xei3	3	13	10	3	"[""P3696(1)v""]"	null		null		null		胡計切		匣	霽	去	U+4FC2
04FC3-chrok4	促		chrok	chrok4	4	4	19	2	"[""切三""]"	null		null		null		測角切		null	null	null	U+4FC3
04FC3-chyok4	促		chyok	chyok4	4	3	18	2	"[""切三""]"	七玉反		七玉反		七玉切				清	燭	入	U+4FC3
04FC4-nga1	俄		ŋa	nga1	1	33	17	2	"[""切三""]"	五哥反		五歌反		五何切				疑	歌	平	U+4FC4
04FC5-gyu1	俅		gyu	gyu1	1	43	29	2	"[""切三""]"	null		巨鳩反		巨鳩切				群	尤	平	U+4FC5
04FCA-cyn3	俊		cŷn	cyn3	3	21	23	0	"[""藤田2018""]"	null		子峻反		子峻切				精	稕	去	U+4FCA
04FCA-shyn3	俊		shŷn	shyn3	3	21	24	3	"[""S6176r""]"	null		null		null		輸閏切		null	null	null	U+4FCA
04FCF-chieu3	俏		chiêu	chieu3	3	33	11	0	"[""藤田2018""]"	null		null		七肖切				清	笑	去	U+4FCF
04FCF-sieu3	俏		siêu	sieu3	3	33	1	0	"[""藤田2018""]"	null		null		null		仙妙切		心	笑	去	U+4FCF
04FD0-li3	俐		lî	li3	3	6	17	0	"[""藤田2018""]"	null		null		null		null		來	至	去	U+4FD0
04FD1-jyong2	俑		jyóŋ	jyong2	2	2	10	2	"[""切三""]"	餘隴反		餘隴反		余隴切				以	腫	上	U+4FD1
04FD1-thung1	俑		thuŋ	thung1	1	1	29	3	"[""切二""]"	null		null		他紅切				null	null	null	U+4FD1
04FD4-khen3	俔		khên	khen3	3	30	11	0	"[""藤田2018""]"	苦見反		苦見反		苦甸切				溪	霰	去	U+4FD4
04FD4-xen2	俔		xén	xen2	2	25	7	2	"[""切三""]"	null		胡繭反		胡典切				匣	銑	上	U+4FD4
04FD8-phyo1	俘		phyo	phyo1	1	10	19	2	"[""切三""]"	撫夫反		撫夫反		芳無切				敷	虞	平	U+4FD8
04FDA-liw2	俚		liə́	liw2	2	6	10	2	"[""切三"", ""TIVK75-100br""]"	良士反		良士反		良士切				來	止	上	U+4FDA
04FDC-pheng1	俜		pheŋ	pheng1	1	42	8	2	"[""切三""]"	普丁反		普丁反		普丁切				null	null	null	U+4FDC
04FDC-phieng3	俜		phiêŋ	phieng3	3	44	8	0	"[""藤田2018""]"	null		null		匹正切				null	null	null	U+4FDC
04FDD-pau2	保		páu	pau2	2	30	15	2	"[""切三""]"	博抱反		博抱反		博抱切				幫	皓	上	U+4FDD
04FE1-shin1	信		shin	shin1	1	17	14	2	"[""切三""]"	null		null		null		升人切		書	真	平	U+4FE1
04FE1-sin3	信		sîn	sin3	3	21	2	1	"[""TIVK75-100a""]"	息晋反		息晋反		息晋切				心	震	去	U+4FE1
04FE3-ngyo2	俣		ŋyó	ngyo2	2	9	1	2	"[""切三""]"	虞矩反		虞矩反		虞矩切				null	null	null	U+4FE3
04FEE-syu1	修		syu	syu1	1	43	9	2	"[""切三""]"	息流反		息流反		息流切				心	尤	平	U+4FEE
04FF1-kyo1	俱		kyo	kyo1	1	10	26	2	"[""切三""]"	舉隅反		舉隅反		舉朱切				見	虞	平	U+4FF1
04FF6-thek4	俶		thek	thek4	4	16	9	2	"[""切三""]"	null		null		null		他歷切		透	錫	入	U+4FF6
04FF6-thyuk4	俶		thyuk	thyuk4	4	1	26	2	"[""切三""]"	昌六反		昌六反		昌六切				昌	屋	入	U+4FF6
04FFA-ngam2	俺		ŋám	ngam2	2	34	null	1	"[""P4917""]"	null		null		null		null		影	旱	上	U+4FFA
04FFA-qiam3	俺		qiâm	qiam3	3	56	5	2	"[""P3694r""]"	於劍反		於劍反		於劍切				null	null	null	U+4FFA
04FFA-qriem3	俺		qriêm	qriem3	3	50	null	2	"[""P3694r""]"	null		null		於驗切				影	艷	去	U+4FFA
05000-thriang1	倀		thriaŋ	thriang1	1	37	30	2	"[""切三""]"	褚羊反		褚羊反	《王一》褚羊反，《王三》褚良反。	禇羊切				徹	陽	平	U+5000
05000-trang3	倀		trâŋ	trang3	3	42	16	0	"[""藤田2018""]"	猪孟反		猪孟反		猪孟切				null	null	null	U+5000
0500B-ka3	個		kâ	ka3	3	36	1	0	"[""藤田2018""]"	null		null		古賀切				見	個	去	U+500B
0500F-shyuk4	倏		shyuk	shyuk4	4	1	32	2	"[""切三""]"	式竹反		式竹反		式竹切				書	屋	入	U+500F
05014-gyut4	倔		gyut	gyut4	4	6	6	2	"[""切三"", ""P3694v""]"	衢物反		衢物反		衢物切				群	物	入	U+5014
0501C-thek4	倜		thek	thek4	4	16	9	2	"[""切三""]"	他歷反		他歷反		他歷切				透	錫	入	U+501C
0501C-tryu1	倜		tryu	tryu1	1	43	28	0	"[""藤田2018""]"	null		null		null		張流切		null	null	null	U+501C
0501E-grieng3	倞		griêŋ	grieng3	3	42	3	0	"[""藤田2018""]"	渠敬反		渠敬反		渠敬切				群	映	去	U+501E
0501E-liang3	倞		liâŋ	liang3	3	40	2	0	"[""藤田2018""]"	null		null		null		力讓切		來	漾	去	U+501E
0501F-cia3	借		ciâ	cia3	3	37	18	2	"[""S6176v""]"	子夜反		子夜反		子夜切				精	禡	去	U+501F
0501F-ciek4	借		ciek	ciek4	4	17	2	2	"[""切三""]"	資昔反		資昔反	《王一》原作“資昔石反”，《王三》資亦反。	資昔切				精	昔	入	U+501F
05023-pyang2	倣		pyáŋ	pyang2	2	35	21	2	"[""切三""]"	方兩反		方兩反		分网切				非	養	上	U+5023
05025-khung1	倥		khuŋ	khung1	1	1	21	3	"[""切二""]"	null		null		苦紅切				溪	東	平	U+5025
05025-khung2	倥		khúŋ	khung2	2	1	3	2	"[""切三""]"	null		null		康董切				溪	董	上	U+5025
05025-khung3	倥		khûŋ	khung3	3	1	6	3	"[""P3696(1)r""]"	苦貢反		苦貢反		苦貢切				null	null	null	U+5025
05026-gryen3	倦		gryên	gryen3	3	31	18	0	"[""藤田2018""]"	渠卷反		渠卷反		渠卷切				群	線	去	U+5026
05028-kio3	倨		kiô	kio3	3	9	3	0	"[""藤田2018""]"	居御反		居御反		居御切				見	御	去	U+5028
05029-chen3	倩		chên	chen3	3	30	2	0	"[""藤田2018""]"	null		倉見反		倉甸切				清	霰	去	U+5029
05029-chieng3	倩		chiêŋ	chieng3	3	44	12	0	"[""藤田2018""]"	七政反		七政反		七政切				清	勁	去	U+5029
0503C-diwk4	值		diək	diwk4	4	29	8	0	"[""藤田2018""]"	null		null		null		丞職切		禪	職	入	U+503C
0503C-driw3	值		driə̂	driw3	3	7	2	0	"[""藤田2018""]"	直吏反		直吏反		直吏切				澄	志	去	U+503C
0503C-driwk4	值		driək	driwk4	4	29	2	3	"[""Дх1372+3703""]"	null		null		null		逐力切		null	null	null	U+503C
05041-thiwng1	偁		thiəŋ	thiwng1	1	49	17	2	"[""切三""]"	處陵反		處陵反		處陵切				昌	蒸	平	U+5041
05049-xyui2	偉		xyúi	xyui2	2	7	7	2	"[""切三"", ""TIVK75-100br""]"	韋鬼反		韋鬼反		于鬼切				云	尾	上	U+5049
0504A-xyo2	偊		xyó	xyo2	2	9	2	2	"[""切三""]"	null		null		null		王矩切		null	null	null	U+504A
0504C-niak4	偌		niak	niak4	4	27	6	2	"[""P3799""]"	null		null		null		null		null	null	null	U+504C
05055-krei1	偕		krei	krei1	1	14	1	2	"[""切三""]"	古諧反		古諧反		古諧切				見	皆	平	U+5055
0505C-deng1	停		deŋ	deng1	1	42	4	2	"[""切三""]"	特丁反		特丁反		特丁切				定	青	平	U+505C
05065-gian3	健		giân	gian3	3	24	11	2	"[""S5980""]"	渠建反		渠建反		渠建切				群	願	去	U+5065
0506A-prywk4	偪		pryək	prywk4	4	29	21	2	"[""P4746""]"	null		彼側反		彼側切				幫	職	入	U+506A
0506A-pyuk4	偪		pyuk	pyuk4	4	1	18	0	"[""藤田2018""]"	null		null		方六切				null	null	null	U+506A
0506D-mien2	偭		mién	mien2	2	26	19	2	"[""切三""]"	null		null		彌兖切				null	null	null	U+506D
0506D-mien3	偭		miên	mien3	3	31	8	0	"[""藤田2018""]"	null		弥戰反		彌箭切				null	null	null	U+506D
05075-thrieng1	偵		thrieŋ	thrieng1	1	41	8	0	"[""藤田2018""]"	敕貞反		敕貞反		丑貞切				徹	清	平	U+5075
05075-thrieng3	偵		thriêŋ	thrieng3	3	44	5	0	"[""藤田2018""]"	丑鄭反		丑鄭反		丑鄭切				null	null	null	U+5075
05075-trang3	偵		trâŋ	trang3	3	42	16	0	"[""藤田2018""]"	null		猪孟反		猪孟切				null	null	null	U+5075
05089-nok4	傉		nok	nok4	4	2	11	2	"[""切三""]"	null		null		内沃切				null	null	null	U+5089
0508D-bang1	傍		baŋ	bang1	1	38	20	2	"[""切三""]"	步光反		步光反		步光切				並	唐	平	U+508D
0508D-bang3	傍		bâŋ	bang3	3	41	7	0	"[""藤田2018""]"	蒲浪反		蒲浪反		蒲浪切				並	宕	去	U+508D
0508D-prang1	傍		praŋ	prang1	1	39	5	2	"[""切三""]"	null		null		null		晡横切		null	null	null	U+508D
05098-san2	傘		sán	san2	2	22	21	1	"[""切一""]"	null		蘇旱反		蘇旱切				心	旱	上	U+5098
05098-san3	傘		sân	san3	3	27	29	3	"[""S6176r""]"	null		蘇旦反		null				null	null	null	U+5098
0509A-xrau3	傚		xrâu	xrau3	3	34	1	0	"[""藤田2018""]"	null		null		胡教切				匣	效	去	U+509A
0509E-cha1	傞		cha	cha1	1	33	10	2	"[""切三""]"	null		七河反		七何切				null	null	null	U+509E
0509E-sa1	傞		sa	sa1	1	33	12	2	"[""切三""]"	素何反		素何反	《王一》素何反，《王三》歌韵脱反脱字	素何切				心	歌	平	U+509E
050AD-jyong1	傭		jyoŋ	jyong1	1	3	6	2	"[""P3798""]"	餘□反	《切二》餘封反。	餘封反		餘封切				以	鍾	平	U+50AD
050AD-thryong1	傭		thryoŋ	thryong1	1	3	14	2	"[""P3696(2)""]"	丑凶反		丑凶反		丑凶切				徹	鍾	平	U+50AD
050B2-ngau1	傲		ŋau	ngau1	1	32	13	2	"[""切三""]"	null		null		null		牛刀切		疑	豪	平	U+50B2
050B2-ngau3	傲		ŋâu	ngau3	3	35	5	2	"[""S6176v""]"	五到反		五到反		五到切				疑	號	去	U+50B2
050B4-qyo2	傴		qyó	qyo2	2	9	13	2	"[""切三""]"	於武反		於武反		於武切				影	麌	上	U+50B4
050B7-shiang1	傷		shiaŋ	shiang1	1	37	5	2	"[""切三""]"	書羊反		書羊反		式羊切				書	陽	平	U+50B7
050B7-shiang3	傷		shiâŋ	shiang3	3	40	5	2	"[""S6176v""]"	式亮反		式亮反		式亮切				null	null	null	U+50B7
050BB-srua2	傻		sruá	srua2	2	32	null	2	"[""切三""]"	null		null		沙瓦切				生	馬	上	U+50BB
050BB-srua3	傻		sruâ	srua3	3	37	26	2	"[""S6176v""]"	null		null		所化切				null	null	null	U+50BB
050BE-khyeng1	傾		khyeŋ	khyeng1	1	41	17	2	"[""切三""]"	□榮□	《藤田2018》去營反。	去營反		去營切				溪	清	平	U+50BE
050C5-grin3	僅		grîn	grin3	3	21	18	3	"[""S6176r""]"	渠遴反		渠遴反		渠遴切				群	震	去	U+50C5
050C9-chiem1	僉		chiem	chiem1	1	47	4	2	"[""切三""]"	七廉反		七廉反		七廉切				清	鹽	平	U+50C9
050CD-dung2	働		dúŋ	dung2	2	1	12	2	"[""切三""]"	null		null		null		null		null	null	null	U+50CD
050D1-grieu1	僑		grieu	grieu1	1	30	21	2	"[""切三""]"	巨朝反		〼〼〼	《王三》奇驕反脱字，《王一》無本。	巨嬌切				群	宵	平	U+50D1
050D6-qhiw1	僖		qhiə	qhiw1	1	7	15	2	"[""切三""]"	許其反		許其反		許其切				曉	之	平	U+50D6
050DA-leu1	僚		leu	leu1	1	29	6	2	"[""切三""]"	落蕭反		落蕭反		落蕭切				來	蕭	平	U+50DA
050DA-leu2	僚		léu	leu2	2	28	19	2	"[""切三""]"	null		null		力小切				來	篠	上	U+50DA
050DE-ngrye3	僞		ŋryê	ngrye3	3	5	34	3	"[""P3696(1)r""]"	危賜反		危賜反		危睡切				疑	寘	去	U+50DE
050DE-ngua1	僞		ŋua	ngua1	1	33	7	2	"[""切三""]"	null		null		null		吾禾切		null	null	null	U+50DE
050DE-xryi1	僞		xryi	xryi1	1	6	31	2	"[""切三"", ""P3696(2)""]"	null		null		null		null		null	null	null	U+50DE
050E9-kren2	僩		krén	kren2	2	24	4	1	"[""切一""]"	null		null		古限切				null	null	null	U+50E9
050E9-xran2	僩		xrán	xran2	2	23	6	1	"[""切一""]"	下赧反		胡板反		下赧切				匣	潸	上	U+50E9
050F5-kiang1	僵		kiaŋ	kiang1	1	37	10	2	"[""切三""]"	居良反		居良反		居良切				見	陽	平	U+50F5
050F9-kra3	價		krâ	kra3	3	37	2	2	"[""S6176v""]"	古訝反		古訝反		古訝切				見	禡	去	U+50F9
050FD-dzryu3	僽		dzryû	dzryu3	3	46	19	2	"[""P3694r""]"	null		null		鋤佑切				null	null	null	U+50FD
05100-ngrie1	儀		ŋrie	ngrie1	1	5	22	2	"[""P3696(2)""]"	魚羈反		魚羈反		魚羈切				疑	支	平	U+5100
05104-qiwk4	億		qiək	qiwk4	4	29	15	0	"[""藤田2018""]"	於力反		於力反		於力切				影	職	入	U+5104
05108-kuai3	儈		kuâi	kuai3	3	12	13	0	"[""藤田2018""]"	古兑反		古兑反		古外切				見	泰	去	U+5108
05109-griem2	儉		griém	griem2	2	45	7	2	"[""切三""]"	巨險反		巨險反		巨險切				群	琰	上	U+5109
05112-nyo1	儒		nyo	nyo1	1	10	7	2	"[""切三""]"	日朱反		日朱反		人朱切				日	虞	平	U+5112
0512A-qu1	優		qu	qu1	1	44	2	2	"[""切三""]"	null		null		null		烏侯切		null	null	null	U+512A
0512A-qyu1	優		qyu	qyu1	1	43	2	2	"[""切三""]"	於求反		於求反		於求切				影	尤	平	U+512A
05132-drio1	儲		drio	drio1	1	9	18	2	"[""切三""]"	直魚反		直魚反		直魚切				澄	魚	平	U+5132
05135-shyuk4	儵		shyuk	shyuk4	4	1	32	2	"[""切三""]"	式竹反		式竹反		式竹切				書	屋	入	U+5135
0513A-na1	儺		na	na1	1	33	20	2	"[""切三""]"	諾何反		諾何反		諾何切				泥	歌	平	U+513A
0513A-na2	儺		ná	na2	2	31	23	2	"[""切三""]"	null		null		null		乃可切		null	null	null	U+513A
0513F-nin1	儿		nin	nin1	1	17	13	2	"[""切三""]"	null		null		null		而鄰切		日	真	平	U+513F
05141-jyen1	允		jyen	jyen1	1	28	26	2	"[""切三""]"	null		null		null		余專切		null	null	null	U+5141
05141-jyn2	允		jýn	jyn2	2	16	4	2	"[""切三""]"	余准反		余准反		余準切				以	準	上	U+5141
05143-ngyan1	元		ŋyan	ngyan1	1	21	1	2	"[""切三""]"	愚袁反		愚袁反		愚袁切				疑	元	平	U+5143
05144-qhryeng1	兄		qhryeŋ	qhryeng1	1	39	22	2	"[""切三""]"	許榮反		許榮反		許榮切				嘵	庚	平	U+5144
05144-qhyang3	兄		qhyâŋ	qhyang3	3	40	23	0	"[""藤田2018""]"	null		null		null		許放切		嘵	漾	去	U+5144
05145-thyung1	充		thyuŋ	thyung1	1	1	19	2	"[""P3798""]"	□□□	《切二》處隆反。	處隆反		昌終切				昌	東	平	U+5145
05147-qhyong1	兇		qhyoŋ	qhyong1	1	3	8	2	"[""P3696(2)""]"	許容反		許容反		許容切				曉	鍾	平	U+5147
05147-qhyong2	兇		qhyóŋ	qhyong2	2	2	15	2	"[""切三""]"	null		null		許拱切				null	null	null	U+5147
05148-sen1	先		sen	sen1	1	27	1	2	"[""切三""]"	蘇前反		蘇前反		蘇前切				心	先	平	U+5148
05148-sen3	先		sên	sen3	3	30	1	0	"[""藤田2018""]"	蘇見反		蘇見反		蘇佃切				null	null	null	U+5148
05149-kuang1	光		kuaŋ	kuang1	1	38	10	2	"[""切三""]"	古皇反		古皇反		古黄切				見	唐	平	U+5149
05149-kuang3	光		kuâŋ	kuang3	3	41	null	0	"[""藤田2018""]"	null		null		古曠切				null	null	null	U+5149
0514B-khwk4	克		khək	khwk4	4	30	5	2	"[""P4746""]"	苦德反		苦德反		苦得切				溪	德	入	U+514B
05154-tho3	兔		thô	tho3	3	11	5	0	"[""藤田2018""]"	湯故反		湯故反		湯故切				透	暮	去	U+5154
05162-kiwng1	兢		kiəŋ	kiwng1	1	49	12	2	"[""切三""]"	居陵反		居陵反		居陵切				見	蒸	平	U+5162
05165-nip4	入		nip	nip4	4	26	7	2	"[""P3799""]"	爾執反		爾執反		人執切				日	緝	入	U+5165
05168-dzyen1	全		dzyen	dzyen1	1	28	20	2	"[""切三""]"	聚緣反		聚緣反		疾緣切				從	仙	平	U+5168
0516B-pret4	八		pret	pret4	4	12	6	2	"[""切三""]"	博拔反		博拔反		博拔切				幫	黠	入	U+516B
0516D-lyuk4	六		lyuk	lyuk4	4	1	21	2	"[""切三""]"	力竹反		力竹反		力竹切				來	屋	入	U+516D
0516E-xei1	兮		xei	xei1	1	12	7	2	"[""切三""]"	胡鷄反		胡鷄反		胡鷄切				匣	齊	平	U+516E
05171-gyong3	共		gyôŋ	gyong3	3	3	4	3	"[""P3696(1)r""]"	渠用反		渠用反		渠用切				群	用	去	U+5171
05171-kyong1	共		kyoŋ	kyong1	1	2	5	3	"[""切二""]"	null		null		九容切				見	鍾	平	U+5171
05171-kyong2	共		kyóŋ	kyong2	2	2	13	2	"[""切三""]"	null		null		null		古勇切		見	腫	上	U+5171
05177-gyo3	具		gyô	gyo3	3	10	15	0	"[""藤田2018""]"	其遇反		其遇反		其遇切				群	遇	去	U+5177
05178-den2	典		dén	den2	2	25	5	2	"[""切三""]"	null		null		null		徒典切		null	null	null	U+5178
05178-ten2	典		tén	ten2	2	25	3	1	"[""切一""]"	多顯反		多繭反		多殄切				端	銑	上	U+5178
05179-ciw1	兹		ciə	ciw1	1	7	21	2	"[""切三""]"	子之反		子慈反		子之切				精	之	平	U+5179
05179-dziw1	兹		dziə	dziw1	1	7	20	2	"[""切三""]"	null		null		疾之切				從	之	平	U+5179
05180-kri3	冀		krî	kri3	3	6	26	0	"[""藤田2018""]"	几利反		几利反		几利切				見	至	去	U+5180
05185-nui3	内		nûi	nui3	3	18	15	0	"[""藤田2018""]"	奴對反		奴對反		奴對切				泥	隊	去	U+5185
05185-nwp4	内		nəp	nwp4	4	20	10	2	"[""切三""]"	null		null		null		諾荅切		泥	合	入	U+5185
05185-nyei3	内		nyêi	nyei3	3	14	4	3	"[""P3696(1)v""]"	null		null		null		儒税切		null	null	null	U+5185
0518D-cwi3	再		cə̂i	cwi3	3	19	2	0	"[""藤田2018""]"	作代反		作代反		作代切				精	代	去	U+518D
051A0-kuan1	冠		kuan	kuan1	1	24	13	2	"[""切三""]"	古丸反		古丸反		古丸切				見	桓	平	U+51A0
051A0-kuan3	冠		kuân	kuan3	3	27	17	1	"[""大谷5395v""]"	□□□		古段反		古玩切				見	换	去	U+51A0
051AC-tong1	冬		toŋ	tong1	1	2	1	2	"[""P3798""]"	都宗反		都宗反		都宗切				端	冬	平	U+51AC
051B2-dryung1	冲		dryuŋ	dryung1	1	1	4	3	"[""切二""]"	直隆反		直隆反		直弓切				澄	東	平	U+51B2
051B5-qhyang3	况		qhyâŋ	qhyang3	3	40	23	0	"[""藤田2018""]"	許放反		許放反		許訪切				嘵	漾	去	U+51B5
051B6-jia2	冶		jiá	jia2	2	32	3	2	"[""切三""]"	以者反		以者反		羊者切				以	馬	上	U+51B6
051BC-sen2	冼		sén	sen2	2	25	1	1	"[""切一""]"	null		null		null		null		null	null	null	U+51BC
051BC-sriwng2	冼		sriə́ŋ	sriwng2	2	47	null	2	"[""切三""]"	null		null		null		色拯切		生	拯	上	U+51BC
051BD-liet4	冽		liet	liet4	4	15	2	2	"[""切三""]"	吕薛反		吕結反		良薛切				來	薛	入	U+51BD
051C0-chreng1	净		chreŋ	chreng1	1	40	9	2	"[""切三""]"	null		null		楚耕切				null	null	null	U+51C0
051C0-dzieng3	净		dziêŋ	dzieng3	3	44	13	0	"[""藤田2018""]"	null		null		null		null		從	勁	去	U+51C0
051C9-liang1	凉		liaŋ	liang1	1	37	3	2	"[""切三""]"	吕張反		吕張反		吕張切				來	陽	平	U+51C9
051C9-liang3	凉		liâŋ	liang3	3	40	2	0	"[""藤田2018""]"	null		null		力讓切				來	漾	去	U+51C9
051CA-chieng3	凊		chiêŋ	chieng3	3	44	12	0	"[""藤田2018""]"	七政反		七政反		七政切				清	勁	去	U+51CA
051CB-teu1	凋		teu	teu1	1	29	3	2	"[""切三""]"	都聊反		都聊反		都聊切				端	蕭	平	U+51CB
051CC-liwng1	凌		liəŋ	liwng1	1	49	4	2	"[""切三""]"	力膺反		六應反		力膺切				來	蒸	平	U+51CC
051D3-lit4	凓		lit	lit4	4	5	15	2	"[""切三""]"	null		力質反		力質切				來	質	入	U+51D3
051DB-grim1	凛		grim	grim1	1	46	17	2	"[""S6187""]"	渠金反		渠金反		巨金切				null	null	null	U+51DB
051DB-lim2	凛		lím	lim2	2	44	4	2	"[""切三""]"	力稔反		力稔反		力稔切				來	寢	上	U+51DB
051E7-krin1	凧		krin	krin1	1	17	28	2	"[""切三""]"	null		null		null		null		null	null	null	U+51E7
051EA-tiw2	凪		tiə́	tiw2	2	6	1	2	"[""切三""]"	null		null		null		null		null	null	null	U+51EA
051F0-xuang1	凰		xuaŋ	xuang1	1	38	9	2	"[""切三""]"	null		null		胡光切				匣	唐	平	U+51F0
051F1-khwi2	凱		khə́i	khwi2	2	15	2	2	"[""切三""]"	苦亥反		苦亥反		苦亥切				溪	海	上	U+51F1
051F6-qhyong1	凶		qhyoŋ	qhyong1	1	3	8	2	"[""P3696(2)""]"	許容反		許容反		許容切				曉	鍾	平	U+51F6
051F7-khui3	凷		khûi	khui3	3	18	13	0	"[""藤田2018""]"	null		苦對反		苦對切				null	null	null	U+51F7
051F8-det4	凸		det	det4	4	14	10	2	"[""切三""]"	徒結反	《切三》誤作“徒昃反”，《藤田2018》徒結反。	徒結反		徒結切				定	屑	入	U+51F8
051F8-dut4	凸		dut	dut4	4	10	6	2	"[""切三""]"	null	《切三》、《藤田2018》陀骨反未收，《P3694v》陀骨反。	null		陀骨切				定	没	入	U+51F8
051FA-thyi3	出		thŷi	thyi3	3	6	47	0	"[""藤田2018""]"	尺類反		尺類反		尺類切				昌	至	去	U+51FA
051FA-thyt4	出		thyt	thyt4	4	5	32	2	"[""切三""]"	尺聿反		尺律反		赤律切				昌	術	入	U+51FA
05201-teu1	刁		teu	teu1	1	29	3	2	"[""切三""]"	都聊反		都聊反		都聊切				端	蕭	平	U+5201
05205-chriang1	刅		chriaŋ	chriang1	1	37	17	2	"[""切三""]"	null		null		null		初良切		初	陽	平	U+5205
